lockitver|DO NOT DELETE THIS LINE! 2896
dlga_lord_tell_mission_sworn_vassal:lord_pretalk.1|Если вы ищете битву с нашими врагами, можете попытать удачу в {s4}. Мы узнали, что отряд {s5} находится в этом районе, и я сам отправлюсь туда. Конечно, я не могу гарантировать, что наши враги будут там, когда вы прибудете.
dlga_lord_tell_mission_sworn_vassal:lord_pretalk.2|Если вы ищете битву с нашими врагами, можете попытать удачу в {s4}. Мы узнали, что отряд {s5} находится в этом районе. Я сам туда не отправлюсь, но, возможно, другие. Конечно, я не могу гарантировать, что наши враги будут там, когда вы прибудете.
dlga_lord_tell_mission_sworn_vassal:lord_pretalk.3|Но если позже появится достойное задание, я, возможно, смогу попросить вас об услуге.
dlga_lord_tell_mission:destroy_lair_quest_brief|Да – вы действительно можете кое-что для нас сделать. Мы получили сообщения, что группа {s4} обосновалась в убежище в этом районе и нападает на путешественников. Если бы вы могли найти и уничтожить их убежище, мы были бы вам очень благодарны.
dlga_lord_tell_mission:lord_mission_rescue_prisoner|Мой {s11}, {s13}, захвачен {s14} из {s15}. Обычно благородные дворяне милуют пленников благородной крови и обращаются с ними как с почётными гостями, пока те дадут слово не пытаться бежать до уплаты выкупа. {s14} вместо этого бросил {s13} в свою темницу, не помиловав моего {s11} – несомненно, в надежде, что так он сможет требовать от нас ещё больше.
dlga_lord_mission_rescue_prisoner:lord_mission_rescue_prisoner_confirm|Вы должны освободить моего {s11} из тюрьмы. При определённых обстоятельствах можно заплатить выкуп, и в этом случае мы возместим ваши расходы до 5000 динаров. Если у вас есть кто-то на жалованье в {s24}, вы, возможно, сможете его контрабандой вывести. Конечно, вы также можете силой отобрать ключи у тюремщика, а затем пробиваться к выходу. Можете ли вы сделать это для нас?
dlga_lord_mission_rescue_prisoner_confirm:lord_mission_rescue_prisoner_accepted|Я могу попытаться.
dlga_lord_mission_rescue_prisoner_confirm:lord_mission_rescue_prisoner_rejected|Не думаю, что смогу вам помочь.
dlga_lord_mission_rescue_prisoner_rejected:close_window|Это было бы нелёгким предприятием. Возможно, мы сможем найти другой способ.
dlga_lord_mission_rescue_prisoner_accepted:lord_mission_rescue_prisoner_method|Мы вам более чем благодарны. Могу я спросить, как вы планируете действовать?
dlga_lord_mission_rescue_other_ideas:lord_mission_rescue_prisoner_method|Есть ли у вас другие вопросы, о которых вы хотите поговорить?
dlga_lord_mission_rescue_prisoner_method:lord_mission_rescue_prisoner_method_ransom|Я намерен заплатить выкуп.
dlga_lord_mission_rescue_prisoner_method:lord_mission_rescue_prisoner_method_connections|Я намерен использовать свои связи в {s24}.
dlga_lord_mission_rescue_prisoner_method:lord_mission_rescue_prisoner_method_prisonbreak|Я намерен проникнуть в темницу в {s24}, освободить {s13}, а затем пробиваться к выходу.
dlga_lord_mission_rescue_prisoner_method:lord_mission_rescue_prisoner_method_siege|Я намерен взять {s24} штурмом.
dlga_lord_mission_rescue_prisoner_method:lord_mission_rescue_prisoner_planning_end|Хватит этого жалкого планирования! Пора действовать!
dlga_lord_mission_rescue_prisoner_planning_end:close_window|Да хранят вас небеса!
dlga_lord_mission_rescue_prisoner_method_ransom:lord_mission_rescue_other_ideas|[Опция выкупа ещё не реализована]
dlga_lord_mission_rescue_prisoner_method_prisonbreak:lord_mission_rescue_prisoner_method_prisonbreak_2|Я обсудил идею с некоторыми своими людьми. Можно было бы получить доступ в {s24} либо открыто, либо под прикрытием, а затем силой отобрать ключи у тюремщика. Однако побег может оказаться сложным. Гарнизон может медленно реагировать, но вы всё равно сразу же столкнётесь с полудюжиной или более врагов в тесном пространстве без возможности маневра. Но если вы сможете пробиться сквозь них, вам, возможно, удастся сбежать.
dlga_lord_mission_rescue_prisoner_method_prisonbreak_2:lord_mission_rescue_other_ideas|Можете рассмотреть идею отвлекающего манёвра, чтобы отвлечь внимание части гарнизона. Если у вас ещё есть связи в деревнях возле {s24}, вам, возможно, стоит использовать их сейчас.
dlga_lord_mission_rescue_prisoner_method_siege:lord_mission_rescue_other_ideas|Что ж, это, безусловно, самый прямой подход.
dlga_lord_tell_mission:lord_mission_deliver_message|Мне нужно отправить письмо {s13}, который сейчас должен находиться в {s4}. Не доставите ли вы его для меня, если будете ехать в том направлении? Он должен получить письмо в течение 30 дней.
dlga_lord_mission_deliver_message:lord_mission_deliver_message_accepted|Конечно, я загляну в {s4}, и доставка письма не должна быть проблемой.
dlga_lord_mission_deliver_message:lord_mission_deliver_message_rejected|{s65}, я сомневаюсь, что увижу {s13} в ближайшее время. Вам лучше послать кого-то другого.
dlga_lord_mission_deliver_message:lord_mission_deliver_message_rejected_rudely|Господин, я не посыльный. Наймите курьера для вашей мелочи.
dlga_lord_mission_deliver_message_accepted:close_window|Я ценю это, {playername}. Вот письмо и небольшая сумма денег на дорожные расходы. Передайте от меня привет {s13}, когда увидите его.
dlga_lord_mission_deliver_message_rejected:lord_pretalk|Ах, ну что ж. Я, конечно, смогу найти кого-нибудь другого для этого задания.
dlga_lord_mission_deliver_message_rejected_rudely:lord_mission_deliver_message_rejected_rudely_2|Хм, так вот как вы отвечаете на вежливую просьбу об небольшой услуге? Позорное поведение, {playername}. Я не подозревал, что вы отреагируете оскорблённо.
dlga_lord_mission_deliver_message_rejected_rudely_2:lord_mission_deliver_message_rejected_rudely_3|Тогда теперь вы должны узнать получше.
dlga_lord_mission_deliver_message_rejected_rudely_2:lord_mission_deliver_message_accepted|Простите мою вспыльчивость, {s65}. Я доставлю ваше письмо.
dlga_lord_mission_deliver_message_rejected_rudely_3:close_window|Хорошо. Я запомню это.
dlga_lord_tell_mission:lord_mission_deliver_message.1|Мне нужно доставить письмо {s13} из {s15}, который сейчас должен находиться в {s4}. Если вы направляетесь туда, не могли бы вы доставить моё письмо? Письмо должно достичь его в течение 40 дней.
dlga_lord_tell_mission:lord_mission_told|Это пустяк... Моя {s17} {s13} собирается навестить своих родственников в {s14}. Поездка уже несколько раз откладывалась, так как дороги полны разбойников, но теперь она в любом случае хочет отправиться в путь, и я желаю, чтобы она путешествовала хотя бы под хорошей охраной. Я вам очень доверяю, {playername}, и был бы очень благодарен, если бы вы сопроводили её в {s14} и обеспечили её безопасное прибытие.
dlga_lord_tell_mission:lord_mission_deal_with_bandits_told|Группа бандитов нашла убежище в моей деревне {s15}. Они грабят окрестные фермы и питаются моими налогами и моим скотом как черви яблоко. Ничего бы я не хотел больше, чем преподать этим негодяям урок, но сейчас у меня руки полны, и я ничего не могу с ними поделать.
dlga_lord_mission_deal_with_bandits_told:lord_mission_deal_with_bandits_accepted|Не печальтесь, я отправлюсь в {s15} и разделаюсь с этими подонками за вас.
dlga_lord_mission_deal_with_bandits_told:lord_mission_deal_with_bandits_rejected|Попросите кого-нибудь другого о помощи, я слишком занят.
dlga_lord_mission_deal_with_bandits_accepted:close_window|Вы сделаете это? Можете быть уверены в моей благодарности. Вот немного денег, которые должны покрыть ваши расходы на поход. Эти ублюдки должны стать назидательным примером для других...
dlga_lord_mission_deal_with_bandits_rejected:lord_pretalk|Ах... что ж, просто забудьте, что я поднял эту тему.
dlga_lord_tell_mission:lord_tell_mission_raise_troops|Как лорда меня ужасно смущает, {playername}, но когда я недавно осматривал своих солдат, я заметил людей, которые не могут отличить копьё от деревянной ложки. Вы воин с хорошей репутацией, {playername}. Не могли бы вы обучить для меня несколько отрядов? Я был бы вам очень благодарен.
dlga_lord_tell_mission_raise_troops:lord_tell_mission_raise_troops_2|Сколько людей вам нужно?
dlga_lord_tell_mission_raise_troops_2:lord_mission_raise_troops_told|Если бы вы могли обучить {reg1} {s14} и привести их ко мне, этого, вероятно, было бы достаточно.
dlga_lord_mission_raise_troops_told:lord_mission_raise_troops_accepted|Конечно, {s65}. Дайте мне {reg1} свежих рекрутов, и я обучу их как {s14}.
dlga_lord_mission_raise_troops_told:lord_mission_raise_troops_rejected|Я сейчас слишком занят, чтобы обучать дополнительных рекрутов.
dlga_lord_mission_raise_troops_accepted:close_window|{playername}, вы сняли большую ношу с моих плеч. Я прикажу своим сержантам передать рекрутов под ваше командование. Кроме того, я дам вам немного денег авансом, чтобы покрыть ваши расходы. Вот, этого кошелька должно хватить. Благодарю вас за помощь.
dlga_lord_mission_raise_troops_rejected:lord_pretalk|О, конечно, так я и думал. Что ж, желаю вам удачи.
dlga_lord_tell_mission:lord_mission_collect_taxes_told|Вы, вероятно, знаете, что я владею {reg9?городом:деревней} {s3}. Тем не менее, я месяцами жду, когда {s3} заплатит мне законные налоги и арендную плату. Видимо, местное население недавно стало непокорным, и теперь мне нужен кто-то, кто напомнит им об их обязанностях... убедите их силой, если они не захотят слушать. Если вы соберёте для меня налоги, я дам вам пятую часть налоговых сборов.
dlga_lord_mission_collect_taxes_told:lord_mission_collect_taxes_accepted|Разумное предложение, {s65}. Мы договорились.
dlga_lord_mission_collect_taxes_told:lord_mission_collect_taxes_rejected|Простите меня, у меня нет на это времени.
dlga_lord_mission_collect_taxes_accepted:close_window|Это приятные новости, {playername}. Я доверю вам это дело. Помните, эти {reg9?горожане:крестьяне} – хитрые лисы - они будут использовать все средства, чтобы обмануть меня и лишить законного дохода. Не позволяйте
dlga_lord_mission_collect_taxes_rejected:lord_pretalk|О, да. Что ж, желаю вам удачи.
dlga_lord_tell_mission:lord_mission_hunt_down_fugitive_told|У меня есть дело, с которым вы могли бы мне помочь: Преступный негодяй по имени {s4} причиняет мне неприятности. Он убил одного из моих людей и с тех пор скрывается от властей. Я не могу позволить ему уйти с этим позорным деянием, и поэтому я назначил награду за его голову в 300 динаров. Друзья убитого человека считают, что этот убийца нашёл убежище у своих сородичей в {s3}. Если вам удастся выследить его и дать ему почувствовать всю строгость закона, награда ваша.
dlga_lord_mission_hunt_down_fugitive_told:lord_mission_hunt_down_fugitive_accepted|Я выслежу его и приведу в исполнение закон.
dlga_lord_mission_hunt_down_fugitive_told:lord_mission_hunt_down_fugitive_rejected|Я сейчас слишком занят, чтобы гоняться за ним.
dlga_lord_mission_hunt_down_fugitive_accepted:close_window|Это превосходно, {playername}. Я и семья человека, которого он убил, будем вам обязаны. Конечно, награда также будет вашей, если вы сможете его настигнуть. Что ж, удачной охоты!
dlga_lord_mission_hunt_down_fugitive_rejected:lord_pretalk|Как пожелаете, {playername}. Вероятно, найдётся много охотников за головами, которые с радостью возьмутся за это дело...
dlga_lord_tell_mission:lord_mission_told_kill_local_merchant|Печальная правда в том, что я должен одному из торговцев здесь, в {s3}, значительную сумму денег. Я не намерен её возвращать, но этот болтливый дурак раструбил об этом повсюду. У него даже хватило наглости угрожать мне письмом с жалобой в торговые гильдии и банки – мне! Этим он разрушил бы мою добрую репутацию! Теперь мне нужен человек, которому я могу доверять – кто-то, кто может гарантировать вечное молчание этого человека...
dlga_lord_mission_told_kill_local_merchant:lord_mission_accepted_kill_local_merchant|Не беспокойтесь - я скоро прикончу его.
dlga_lord_mission_told_kill_local_merchant:lord_mission_rejected|Господин, я не убийца. Найдите кого-нибудь другого для вашей грязной работы.
dlga_lord_mission_accepted_kill_local_merchant:close_window|Очень хорошо. {playername}, я доверяю вашим навыкам и вашей скрытности. Не разочаруйте меня. Теперь идите и ждите моего уведомления. Я пришлю вам сообщение о том, когда и где вы сможете перехватить торговца. Уберите его для меня, и я щедро вас награжу.
dlga_lord_tell_mission:lord_mission_told_meet_spy_in_enemy_town|У меня здесь деликатное дело, {playername}, о котором кто-то должен позаботиться... и мне не хватает надёжных слуг. Дело в том, что у меня есть шпион в {s13}, который следит за происходящим там для меня и сообщает мне обо всём, что требует моего внимания. Каждую неделю я посылаю туда кого-нибудь, чтобы забрать отчёты шпиона и принести их мне. Если хотите, вы можете взять на себя это задание.
dlga_lord_mission_told_meet_spy_in_enemy_town:quest_meet_spy_in_enemy_town_accepted|Я ничего не имею против небольшой хитрости. Я в деле.
dlga_lord_mission_told_meet_spy_in_enemy_town:quest_meet_spy_in_enemy_town_rejected|Я должен отказаться. Такие ночные операции не для меня.
dlga_quest_meet_spy_in_enemy_town_accepted:quest_meet_spy_in_enemy_town_accepted_response|Отлично. Отправляйтесь в {s13} как можно скорее - шпион будет вас ждать.
dlga_quest_meet_spy_in_enemy_town_accepted_response:quest_meet_spy_in_enemy_town_accepted_2|{s13} сильно охраняется. Как я могу приблизиться, не будучи обнаруженным?
dlga_quest_meet_spy_in_enemy_town_accepted_2:quest_meet_spy_in_enemy_town_accepted_response|Вы должны действовать хитро, чтобы вас не обнаружили. Остерегайтесь вражеских замков, деревень и патрулей, и не берите слишком много людей. Если вам не удастся проникнуть с первого раза, подождите некоторое время, пока гарнизон снова не станет менее бдительным – иначе будет сложно незаметно пробраться в город.
dlga_quest_meet_spy_in_enemy_town_accepted_response:quest_meet_spy_in_enemy_town_accepted_3|Как я могу узнать шпиона?
dlga_quest_meet_spy_in_enemy_town_accepted_3:quest_meet_spy_in_enemy_town_accepted_response|После того, как вы проникнете в {s13}, вы должны поговорить с местным населением. Один из них – шпион. Когда вы думаете, что нашли его, скажите фразу '{s11}'. После этого шпион ответит фразой '{s12}'. Так вы сможете опознать друг друга, после чего {reg7?она:он} даст вам информацию, которую {reg7?она:он} собрал по моему поручению.
dlga_quest_meet_spy_in_enemy_town_accepted_response:quest_meet_spy_in_enemy_town_accepted_4|Мне заплатят?
dlga_quest_meet_spy_in_enemy_town_accepted_4:quest_meet_spy_in_enemy_town_accepted_response|Конечно, для верных {людей/женщин} вроде вас мой кошелёк открыт. Служите мне хорошо, {playername}, и вы далеко пойдёте.
dlga_quest_meet_spy_in_enemy_town_accepted_response:quest_meet_spy_in_enemy_town_accepted_end|Я знаю, что делать. Прощайте, мой господин.
dlga_quest_meet_spy_in_enemy_town_accepted_end:lord_pretalk|Удачи, {playername}. Не забывайте, секретный пароль '{s11}', правильный ответ '{s12}'. Принесите мне все отчёты, и я вознагражу вас за ваши усилия.
dlga_quest_meet_spy_in_enemy_town_rejected:lord_pretalk|Как пожелаете, {playername}, но советую вам не забывать ничего из того, что я вам рассказал о шпионах. Они не существуют, никогда не существовали, и никто их никогда не найдёт. Не забывайте об этом.
dlga_lord_tell_mission:lord_mission_told_raid_caravan_to_start_war|Этот мир с {s13} мне не нравится, {playername}. Мы слишком долго позволяли этим свиньям всё сходить с рук. Теперь они с каждым днём становятся сильнее, и их высокомерие не знает границ. Мы должны объявить им войну, пока не поздно! К сожалению, некоторые из лордов нашего королевства – миролюбивые бараны и блокируют объявление войны. Безмозглые трусы, которые падают в обморок при виде крови.
dlga_lord_mission_told_raid_caravan_to_start_war:lord_mission_tell_raid_caravan_to_start_war_2|Вы правы, {s65}, но что мы можем сделать?
dlga_lord_mission_told_raid_caravan_to_start_war:quest_raid_caravan_to_start_war_rejected_1|Я с вами не согласен, господин. Мир был бы лучшим выбором.
dlga_lord_mission_tell_raid_caravan_to_start_war_2:lord_mission_tell_raid_caravan_to_start_war_3|Ах, наконец-то кто-то меня понимает! Есть кое-что, что мы могли бы сделать, {playername}: мы могли бы их немного спровоцировать. Если одна из наших сил сможет проникнуть на их территорию, совершить набег на один из их караванов или одну из их деревень, оставив при этом несколько улик, у них будет веская причина объявить нам войну. И тогда даже трусы в наших рядах должны будут взяться за оружие и защищаться. Итак, что вы скажете? Вам интересно?
dlga_lord_mission_tell_raid_caravan_to_start_war_3:quest_raid_caravan_to_start_war_accepted|Превосходный план. Я в деле.
dlga_lord_mission_tell_raid_caravan_to_start_war_3:lord_mission_tell_raid_caravan_to_start_war_4|Почему бы вам самому этого не сделать?
dlga_lord_mission_tell_raid_caravan_to_start_war_4:lord_mission_tell_raid_caravan_to_start_war_5|Что ж, {playername}, некоторые лорды в нашем королевстве не оценят, если кто-то развяжет войну без их согласия. Они уже ищут предлог, чтобы меня нейтрализовать, и если бы я оказался замешан в этом деле, меня бы заставили дорого за это заплатить. Вы же, напротив, молоды, популярны и отважны, и вам это могут простить. Конечно, я поддержу вас и защищу ваши действия. Некоторых лордов ваше намерение наверняка возмутит, но я уверен, что это вас не слишком огорчит.
dlga_lord_mission_tell_raid_caravan_to_start_war_5:quest_raid_caravan_to_start_war_accepted|Это кажется разумным. Я это сделаю.
dlga_lord_mission_tell_raid_caravan_to_start_war_5:quest_raid_caravan_to_start_war_rejected_2|Мне это не нравится. Найдите кого-нибудь другого, кто послужит козлом отпущения для ваших интриг.
dlga_quest_raid_caravan_to_start_war_accepted:close_window|Очень хорошо! Набега на караван или, если вам это не удастся, на одну из их деревень, должно хватить. Удачи и хорошей охоты! Идите и подожгите границы!
dlga_quest_raid_caravan_to_start_war_rejected_1:lord_pretalk|Ах, так вы так думаете? Но как долго продлится ваш драгоценный мир? Недолго, поверьте мне.
dlga_quest_raid_caravan_to_start_war_rejected_2:lord_pretalk|Хм. Как пожелаете, {playername}. Я думал, что в вас горит огонь, но, видимо, я ошибся.
dlga_lord_tell_mission:lord_mission_told.1|Что ж, некоторые крепостные, которые работали на моих полях в {s4}, сбежали. Я позволяю этим свиньям пахать мои поля и арендовать мои дома, и вот как они платят за мою щедрость! Я слышал, что они бегут в {s3} как можно быстрее, и что они разделились на три группы, чтобы избежать ареста. Поймайте все три группы и верните их в {s4} любыми средствами. За попытку побега я должен был бы их повесить, но для предстоящего урожая нам нужен каждый человек. Так что на этот раз я отделаюсь хорошей поркой.
dlga_lord_tell_mission:lord_tell_mission_follow_spy|У меня есть надёжная информация, что человек в этом городе на самом деле шпион. За его наглость я должен был бы его повесить, но мы считаем, что он скоро покинет город, чтобы встретиться со своим хозяином – человеком, которому шпион передаёт свою информацию. Сам шпион скорее неважен, но его хозяин – опасный человек, от которого мы могли бы многое узнать, если бы только смогли его схватить...
dlga_lord_tell_mission_follow_spy:lord_tell_mission_follow_spy_2|Ждите здесь, пока шпион не покинет город. Затем тайно следуйте за ним до места встречи. Вы должны соблюдать величайшую осторожность, чтобы шпион вас не обнаружил, иначе он заподозрит нечистую игру и вернётся. Когда появится его хозяин, вы должны устроить ему засаду, а затем доставить их обоих ко мне. И живыми!
dlga_lord_tell_mission_follow_spy_2:lord_tell_mission_follow_spy_accepted|Я сделаю это, {s65}.
dlga_lord_tell_mission_follow_spy_2:lord_tell_mission_follow_spy_rejected|Нет, эта скрытность не для меня.
dlga_lord_tell_mission_follow_spy_accepted:close_window|Хорошо, вы наверняка проделаете хорошую работу. Один из моих людей укажет вам на шпиона, когда он отправится в путь – так вы будете знать, за кем следовать. Не забывайте, я хочу их обоих – и я хочу их живыми!
dlga_lord_tell_mission_follow_spy_rejected:lord_pretalk|Позор. Что ж, продолжайте, {playername}...
dlga_lord_tell_mission:lord_tell_mission_capture_enemy_hero|У меня есть сложное задание, {playername}, и вы могли бы отлично для него подойти. Кто-то должен для меня поймать одного из дворян {s13} и доставить его ко мне. Я обменяю его на одного из моих родственников, которого удерживает {s13}. Само задание очень простое, но каждого лорда окружает личная охрана. Готовы ли вы к бою?
dlga_lord_tell_mission_capture_enemy_hero:lord_tell_mission_capture_enemy_hero_accepted|Считайте это сделанным, {s65}.
dlga_lord_tell_mission_capture_enemy_hero:lord_tell_mission_capture_enemy_hero_rejected|{s65}, я должен отказаться. Я не похититель.
dlga_lord_tell_mission_capture_enemy_hero_accepted:close_window|Мне нравится ваша решительность! Идите и приведите мне одного из наших врагов. По вашему возвращении я выпью за ваше здоровье в моём зале! И, конечно, награжу вас за ваши усилия...
dlga_lord_tell_mission_capture_enemy_hero_rejected:lord_pretalk|Очевидно, вам не хватает рвения, которое, как я думал, я в вас видел. Что ж, {playername}, я найду кого-нибудь другого для этого задания.
dlga_lord_tell_mission:lord_tell_mission_lend_companion|Сейчас у меня нет задания для вас, но ваш спутник {s3} поистине умел, и мне нужен кто-то с {reg3?его:её} талантами. Не могли бы вы одолжить {reg3?его:её} мне на некоторое время?
dlga_lord_tell_mission_lend_companion:lord_tell_mission_lend_companion_2|Как долго {reg3?он:она} вам понадобится?
dlga_lord_tell_mission_lend_companion_2:lord_mission_lend_companion_told|Всего несколько дней, но не больше недели.
dlga_lord_mission_lend_companion_told:lord_tell_mission_lend_companion_accepted|Тогда я дам вам {s3} на неделю.
dlga_lord_mission_lend_companion_told:lord_tell_mission_lend_companion_rejected|Мне жаль, но я не могу обойтись без {s3} целую неделю.
dlga_lord_tell_mission_lend_companion_accepted:close_window|Я не могу вас достаточно отблагодарить, {playername}. Не беспокойтесь, ваш спутник вернётся к вам в кратчайшие сроки.
dlga_lord_tell_mission_lend_companion_rejected:lord_pretalk|Что ж, это действительно чертовски жаль, но я не могу заставить вас или {s3} согласиться. Тогда мне придётся справляться без помощи.
dlga_lord_tell_mission:lord_tell_mission_collect_debt|Давным-давно я одолжил {s3} значительную сумму денег, {reg4} динаров, если быть точным. Он должен был вернуть их в течение месяца, но до сих пор я не видел ни монеты. Если бы вы могли взыскать мой долг с него для меня, я был бы вам очень благодарен. Я бы даже отдал вам пятую часть за ваши усилия. Что скажете?
dlga_lord_tell_mission_collect_debt:lord_tell_mission_collect_debt_2|{s65}, знаете ли вы, где я могу найти {s3}?
dlga_lord_tell_mission_collect_debt_2:lord_tell_mission_collect_debt_3|Если вы отправитесь немедленно, вы сможете найти его в {s4}. Не сомневаюсь, что его поведение его должным образом стыдит, и поэтому он даст вам все деньги, которые мне должен.
dlga_lord_tell_mission_collect_debt_3:lord_tell_mission_collect_debt_accepted|Тогда я поговорю с {s3} от вашего имени.
dlga_lord_tell_mission_collect_debt_3:lord_tell_mission_collect_debt_rejected|Простите меня, {s65}, но я сомневаюсь, что буду более успешен, чем вы сами.
dlga_lord_tell_mission_collect_debt_accepted:close_window|Ваше согласие сделало меня очень счастливым, {playername}. Пожалуйста, поговорите с {s3} и не уходите без моих денег.
dlga_lord_tell_mission_collect_debt_rejected:lord_pretalk|Возможно, нет, {playername}. Эти деньги я, вероятно, никогда не верну...
dlga_lord_tell_mission:lord_tell_mission_incriminate_commander|Говорю вам, этот хлюпающий дурак {s13} не подходит для правления {s14}. Все знают, что его немедленно лишили бы его земель, если бы не {s15}, один из его верных вассалов. Пока этот вассал на его стороне, будет очень трудно его победить. Поэтому {s15} должен быть устранён, и я уже знаю как... с вашей помощью, конечно.
dlga_lord_tell_mission_incriminate_commander:lord_tell_mission_incriminate_commander_2|{s66}, я весь внимание.
dlga_lord_tell_mission_incriminate_commander:lord_tell_mission_incriminate_commander_rejected|Я не хочу быть втянутым в бесчестные действия против {s15}.
dlga_lord_tell_mission_incriminate_commander_rejected:lord_pretalk|Бесчестно? Фу! А я надеялся рассчитывать на вас, {playername}, но вы показали мне, каким дураком я был. Мне придётся найти кого-то, на чью лояльность я могу положиться.
dlga_lord_tell_mission_incriminate_commander_2:lord_tell_mission_incriminate_commander_3|Я напишу {s15} поддельное письмо с моей печатью, которое подразумевает, что он участвует с нами в заговоре по свержению правителя {s14} – в мою пользу. Если мы сможем убедить {s13} в подлинности письма, он быстро расправится с {s15}. Конечно, сложность заключается в том, чтобы убедить {s13} в подлинности письма...
dlga_lord_tell_mission_incriminate_commander_3:lord_tell_mission_incriminate_commander_4|Пожалуйста, {s65}, продолжайте...
dlga_lord_tell_mission_incriminate_commander_3:lord_tell_mission_incriminate_commander_rejected|Нет, я не запятнаю свою честь этой бесчестной интригой.
dlga_lord_tell_mission_incriminate_commander_4:lord_tell_mission_incriminate_commander_5|И вот тут вы вступаете в игру: вы доставите письмо в {s14}, а затем передадите его {s15} через одного из ваших солдат. Я через одного из своих шпионов дам подсказку городскому гарнизону, чтобы вашего человека арестовали по пути. Стражники найдут письмо и передадут его {s13}. Конечно, они будут пытать вашего человека, чтобы вытянуть из него правду, но он знает только то, что вы приказали ему доставить письмо {s15} в строжайшей тайне. {s13} знает, что вы служите мне, и этот дурак наверняка поверит нашей шараде.
dlga_lord_tell_mission_incriminate_commander_5:lord_tell_mission_incriminate_commander_7|Это всё?
dlga_lord_tell_mission_incriminate_commander_7:lord_tell_mission_incriminate_commander_8|Есть ещё одна вещь... ваш посыльный должен быть надёжным. Если бы вы доставили письмо через простого крестьянина, заменимого человека, {s13} мог бы заподозрить заговор. У него может быть мозги улитки, но даже улитка может сложить два и два. Так что передайте письмо высокопоставленному лицу. Возможно, одному из ваших {s9}.
dlga_lord_tell_mission_incriminate_commander_8:lord_tell_mission_incriminate_commander_9|Что? Я не могу послать одного из моих верных {s9} на смерть!
dlga_lord_tell_mission_incriminate_commander_8:lord_tell_mission_incriminate_commander_fin|Тогда я пошлю {s8}.
dlga_lord_tell_mission_incriminate_commander_9:lord_tell_mission_incriminate_commander_10|Ну же, {playername}. Есть моменты для сентиментальности, но это не один из них. Поверьте мне, вы будете щедро вознаграждены. Разве не в том смысл и цель солдат, чтобы умирать по нашему приказу?
dlga_lord_tell_mission_incriminate_commander_10:lord_tell_mission_incriminate_commander_fin|Что ж, останется {s8}.
dlga_lord_tell_mission_incriminate_commander_10:lord_tell_mission_incriminate_commander_rejected|Нет, я не принесу в жертву одного из своих верных людей.
dlga_lord_tell_mission_incriminate_commander_fin:lord_pretalk|Вы не представляете, {playername}, как это меня радует слышать. Вы убираете одно из величайших препятствий на моём пути. Вот письмо и 300 динаров на ваши расходы. Не забывайте, если вы преуспеете, можно заработать ещё больше. Намного, намного больше...
dlga_lord_tell_mission:lord_mission_told.2|В недавней стычке с врагом группа моих солдат попала в плен. Слава богу, удалось договориться об обмене пленными, но мы должны привести им столько же пленных сопоставимого ранга – пленных, которых у меня сейчас нет. По этой причине мне нужен хороший {человек/воин}, который приведёт мне {reg1} {s3} в качестве пленников, которых я смогу обменять на своих людей.
dlga_lord_tell_mission:lord_pretalk|Нет, {playername}. Ваша помощь мне сейчас не нужна.
dlga_lord_mission_told:lord_mission_accepted|Можете на меня рассчитывать, {s65}.
dlga_lord_mission_told:lord_mission_rejected|Боюсь, такое задание я сейчас не могу принять.
dlga_lord_mission_accepted:close_window|Превосходно, {playername}, совершенно отлично. У меня к вам полное доверие.
dlga_lord_mission_rejected:close_window|Ах, в самом деле? Что ж, вероятно, вы просто не справитесь с этим заданием. Мне придётся поискать кого-нибудь с большей смелостью.
dlga_lord_talk:lord_leave_prison|Мне нужно идти.
dlga_lord_talk:lord_leave|Эта аудиенция окончена. Я ухожу.
dlga_lord_talk:lord_leave.1|Я должен откланяться.
dlga_lord_leave:lord_leave_give_quest|Прежде чем вы уйдёте, {playername}, я хочу вас кое о чём попросить... хотя мы и враги в этой войне, я искренне надеюсь, что мы всё же можем относиться друг к другу с уважением. Поэтому я подумал, что вы будете достаточно добры, чтобы помочь мне в важном деле.
dlga_lord_leave_give_quest:enemy_lord_tell_mission|Я слушаю.
dlga_enemy_lord_tell_mission:lord_mission_told|Один из моих друзей, закалённый воин, очень болен. Зло заразило его старую боевую рану, и если лекарь не позаботится о нём в ближайшее время, он наверняка умрёт. Этот человек мне дорог, {playername}, но он упрям как осёл и не подпускает к себе ни одного из моих врачей, потому что не доверяет им. Я слышал, что у вас есть способный лекарь. Если бы вы позволили {reg3?ей:ему} вылечить моего друга, {reg3?она:он}, возможно, {reg3?смогла:смог} бы убедить его согласиться на операцию. Я умоляю вас - я буду глубоко в долгу перед вами, если вы исполните эту просьбу.
dlga_enemy_lord_tell_mission:close_window|ОШИБКА: СОВПАДЕНИЕ С КВЕСТОМ: {s7}.
dlga_lord_leave_prison:close_window|Мы ещё увидимся.
dlga_lord_leave:close_window|Прощайте, моя госпожа. Я остаюсь вашим пламенным поклонником!
dlga_lord_leave:close_window.1|Конечно, {playername}. Прощайте.
dlga_lord_leave:close_window.2|Удачи в ваших путешествиях, {playername}.
dlga_lord_leave:close_window.3|Да-да, прощайте.
dlga_lord_leave:close_window.4|Мы ещё увидимся.
dlga_member_chat:lady_journey_1|Наслаждаетесь ли вы поездкой, {s65}?
dlga_lady_journey_1:close_window|Да, со мной всё хорошо, {playername}. Благодарю вас за внимание.
dlga_start:spouse_talk|Да, мой супруг?
